0040586	141	2199352035.a:2207096910_111	152	1.6e-21	3	138	14	148	0.9574468085106383
0043935	94	2199352035.a:2207096910_115	109	1.8e-17	2	88	10	101	0.9148936170212766
0036286	54	2199352035.a:2207096910_173	287	1.6e-13	2	53	9	60	0.9444444444444444
0035607	54	2199352035.a:2207096910_173	287	5.5e-06	5	51	64	108	0.8518518518518519
0041150	134	2199352035.a:2207096910_195	144	1.2e-21	3	134	5	136	0.9776119402985075
0042546	127	2199352035.a:2207096910_227	248	2.1e-12	1	87	150	236	0.6771653543307087
0039384	65	2199352035.a:2207096910_256	242	2e-10	15	64	34	83	0.7538461538461538
0043758	87	2199352035.a:2207096910_280	424	2.6e-09	2	71	349	413	0.7931034482758621
0043095	94	2199352035.a:2207096910_287	98	1.5e-25	7	89	10	92	0.8723404255319149
0038753	71	2199352035.a:2207096910_367	195	8.4e-05	3	52	138	189	0.6901408450704225
0036955	59	2199352035.a:2207096910_438	343	8.1e-17	3	58	6	61	0.9322033898305084
0036955	59	2199352035.a:2207096910_455	349	6.6e-17	3	58	13	68	0.9322033898305084
0043707	64	2199352035.a:2207096910_506	97	1.3e-12	2	61	2	62	0.921875
0036286	54	2199352035.a:2207096910_522	303	6.2e-10	3	53	201	251	0.9259259259259259
0035607	54	2199352035.a:2207096910_522	303	2.9e-10	3	50	253	298	0.8703703703703703
0040517	144	2199352035.a:2207096910_61	147	1.8e-30	6	134	15	145	0.8888888888888888
0045032	127	2199352035.a:2207096910_654	136	1.2e-25	2	125	5	133	0.968503937007874
0036286	54	2199352035.a:2207096910_664	269	6.5e-06	3	50	160	206	0.8703703703703703
0043095	94	2199352035.a:2207096910_73	113	4.1e-19	5	88	25	109	0.8829787234042553
0035607	54	2199352035.a:2207096910_96	889	4.1e-09	2	52	831	879	0.9259259259259259
0036286	54	2199352035.a:2207096911_102	300	8e-13	3	53	194	244	0.9259259259259259
0035607	54	2199352035.a:2207096911_102	300	7e-13	2	53	245	294	0.9444444444444444
0037176	98	2199352035.a:2207096911_143	424	5.6e-11	54	97	377	420	0.4387755102040816
0035607	54	2199352035.a:2207096911_182	309	6.8e-10	2	53	256	305	0.9444444444444444
0036286	54	2199352035.a:2207096911_206	260	6.5e-05	11	51	163	204	0.7407407407407407
0035607	54	2199352035.a:2207096911_206	260	5.1e-10	4	53	209	256	0.9074074074074074
0043707	64	2199352035.a:2207096911_238	364	5.5e-05	4	58	17	72	0.84375
0044258	100	2199352035.a:2207096911_244	122	4.9e-11	4	97	22	116	0.93
0035607	54	2199352035.a:2207096911_246	246	6.7e-11	3	52	191	238	0.9074074074074074
0037767	80	2199352035.a:2207096911_247	250	1.7e-08	7	71	24	83	0.8
0036955	59	2199352035.a:2207096911_258	356	1.9e-18	3	59	9	65	0.9491525423728814
0037767	80	2199352035.a:2207096911_282	234	1.3e-09	26	74	32	80	0.6
0044258	100	2199352035.a:2207096911_304	122	2.5e-12	4	93	19	109	0.89
0045032	127	2199352035.a:2207096911_348	342	3.4e-06	15	62	32	85	0.3700787401574803
0039384	65	2199352035.a:2207096911_375	331	2.9e-12	5	63	17	75	0.8923076923076924
0036955	59	2199352035.a:2207096911_387	334	1.7e-15	2	58	5	61	0.9491525423728814
0043095	94	2199352035.a:2207096911_59	112	1.8e-22	10	93	6	89	0.8829787234042553
0043707	64	2199352035.a:2207096911_65	252	4.8e-12	4	61	5	63	0.890625
0040517	144	2199352035.a:2207096911_67	313	2.5e-06	30	110	4	78	0.5555555555555556
0044258	100	2199352035.a:2207096912_223	145	9.3e-16	3	97	9	103	0.94
0035607	54	2199352035.a:2207096912_224	287	6.5e-11	2	53	230	279	0.9444444444444444
0035607	54	2199352035.a:2207096912_320	272	3.5e-08	5	49	223	265	0.8148148148148148
0040266	151	2199352035.a:2207096912_46	156	1.2e-11	21	142	4	125	0.8013245033112583
0044258	100	2199352035.a:2207096913_141	115	4.4e-17	5	97	15	106	0.92
0040266	151	2199352035.a:2207096913_202	167	4.8e-15	24	140	18	136	0.7682119205298014
0041905	120	2199352035.a:2207096913_216	121	1.5e-19	4	118	3	115	0.95
0041905	120	2199352035.a:2207096913_231	131	2e-23	3	120	7	124	0.975
0039939	63	2199352035.a:2207096913_255	174	4.2e-05	15	54	113	152	0.6190476190476191
0035607	54	2199352035.a:2207096914_100	306	7.2e-09	3	53	253	301	0.9259259259259259
0044258	100	2199352035.a:2207096914_11	126	7.7e-16	2	97	15	112	0.95
0044258	100	2199352035.a:2207096914_124	120	4.3e-20	3	95	7	100	0.92
0035607	54	2199352035.a:2207096914_13	307	4.1e-09	3	52	252	299	0.9074074074074074
0035607	54	2199352035.a:2207096914_131	333	1.6e-11	3	52	284	331	0.9074074074074074
0040517	144	2199352035.a:2207096914_14	156	3.5e-22	9	138	19	149	0.8958333333333334
0045032	127	2199352035.a:2207096914_164	154	2.7e-24	4	126	8	134	0.9606299212598425
0043095	94	2199352035.a:2207096914_182	109	3.4e-22	10	93	6	89	0.8829787234042553
0035607	54	2199352035.a:2207096914_187	299	8.7e-11	4	52	249	295	0.8888888888888888
0040517	144	2199352035.a:2207096914_224	152	9.8e-20	9	137	15	144	0.8888888888888888
0045032	127	2199352035.a:2207096914_227	144	3.2e-21	3	124	6	129	0.952755905511811
0035607	54	2199352035.a:2207096914_241	1340	1.9e-08	3	52	1274	1321	0.9074074074074074
0036955	59	2199352035.a:2207096914_303	252	1.9e-15	3	57	13	67	0.9152542372881356
0040517	144	2199352035.a:2207096914_321	135	2.3e-13	2	135	6	133	0.9236111111111112
0044558	59	2199352035.a:2207096914_51	346	2.5e-16	2	58	5	61	0.9491525423728814
0044558	59	2199352035.a:2207096914_61	347	5.7e-16	1	58	5	62	0.9661016949152542
0040517	144	2199352035.a:2207096914_7	232	1.5e-15	4	131	79	207	0.8819444444444444
0039384	65	2199352035.a:2207096914_73	471	2.3e-07	16	62	22	68	0.7076923076923077
0036286	54	2199352035.a:2207096914_79	328	2.2e-11	2	53	216	267	0.9444444444444444
0035607	54	2199352035.a:2207096914_79	328	1.8e-07	4	52	270	316	0.8888888888888888
0036286	54	2199352035.a:2207096914_85	255	2.3e-05	18	53	155	190	0.6481481481481481
0035607	54	2199352035.a:2207096914_85	255	1.4e-06	20	52	205	238	0.5925925925925926
0044258	100	2199352035.a:2207096914_95	118	1.2e-18	3	96	20	113	0.93
0036286	54	2199352035.a:2207096914_96	315	2e-06	4	53	213	262	0.9074074074074074
0035607	54	2199352035.a:2207096914_96	315	1.6e-09	2	51	263	310	0.9074074074074074
0040266	151	2199352035.a:2207096915_11	221	1.3e-15	32	148	14	136	0.7682119205298014
0036286	54	2199352035.a:2207096915_119	284	9.5e-12	2	53	177	228	0.9444444444444444
0035607	54	2199352035.a:2207096915_119	284	5.6e-10	2	52	229	276	0.9259259259259259
0043758	87	2199352035.a:2207096915_145	250	3e-13	3	65	4	59	0.7126436781609196
